year,round,round_name,winning_seed,losing_seed,matchup,upset,winning_team,losing_team
1992,1,Round of 64,3,14,3_vs_14,0,1269,1200
1992,1,Round of 64,6,11,6_vs_11,0,1276,1396
1992,1,Round of 64,5,12,5_vs_12,0,1277,1283
1992,1,Round of 64,12,5,5_vs_12,1,1308,1177
1992,1,Round of 64,2,15,2_vs_15,0,1329,1204
1992,1,Round of 64,6,11,6_vs_11,0,1393,1343
1992,1,Round of 64,10,7,7_vs_10,1,1408,1385
1992,1,Round of 64,1,16,1_vs_16,0,1417,1352
1992,1,Round of 64,13,4,4_vs_13,1,1418,1328
1992,1,Round of 64,9,8,8_vs_9,0,1431,1191
1992,2,Round of 32,1,9,1_vs_9,0,1181,1234
1992,2,Round of 32,3,6,3_vs_6,0,1199,1207
1992,2,Round of 32,7,2,2_vs_7,1,1210,1425
1992,2,Round of 32,2,7,2_vs_7,0,1231,1261
1992,2,Round of 32,6,3,3_vs_6,1,1272,1116
1992,2,Round of 32,4,5,4_vs_5,0,1314,1104
1992,2,Round of 32,1,9,1_vs_9,0,1326,1163
1992,2,Round of 32,4,5,4_vs_5,0,1371,1281
1992,2,Round of 32,4,5,4_vs_5,0,1153,1277
1992,2,Round of 32,2,10,2_vs_10,0,1246,1235
1992,2,Round of 32,3,6,3_vs_6,0,1269,1393
1992,2,Round of 32,6,14,6_vs_14,0,1276,1190
1992,2,Round of 32,12,13,12_vs_13,0,1308,1418
1992,2,Round of 32,2,10,2_vs_10,0,1329,1408
1992,2,Round of 32,1,8,1_vs_8,0,1417,1257
1992,2,Round of 32,9,1,1_vs_9,1,1431,1242
1992,3,Sweet 16,1,4,1_vs_4,0,1181,1371
1992,3,Sweet 16,2,3,2_vs_3,0,1231,1199
1992,3,Sweet 16,2,3,2_vs_3,0,1246,1269
1992,3,Sweet 16,1,12,1_vs_12,0,1417,1308
1992,3,Sweet 16,4,9,4_vs_9,0,1153,1431
1992,3,Sweet 16,6,7,6_vs_7,0,1272,1210
1992,3,Sweet 16,6,2,2_vs_6,1,1276,1329
1992,3,Sweet 16,1,4,1_vs_4,0,1326,1314
1992,4,Elite 8,1,2,1_vs_2,0,1181,1246
1992,4,Elite 8,2,1,1_vs_2,1,1231,1417
1992,4,Elite 8,4,6,4_vs_6,0,1153,1272
1992,4,Elite 8,6,1,1_vs_6,1,1276,1326
1992,5,Final Four,1,2,1_vs_2,0,1181,1231
1992,5,Final Four,6,4,4_vs_6,1,1276,1153
1992,6,Championship,1,6,1_vs_6,0,1181,1276
1993,1,Round of 64,4,13,4_vs_13,0,1116,1221
1993,1,Round of 64,7,10,7_vs_10,0,1140,1374
1993,1,Round of 64,6,11,6_vs_11,0,1143,1261
1993,1,Round of 64,3,14,3_vs_14,0,1181,1356
1993,1,Round of 64,3,14,3_vs_14,0,1199,1191
1993,1,Round of 64,6,11,6_vs_11,0,1228,1253
1993,1,Round of 64,2,15,2_vs_15,0,1242,1123
1993,1,Round of 64,1,16,1_vs_16,0,1314,1187
1993,1,Round of 64,8,9,8_vs_9,0,1348,1345
1993,1,Round of 64,15,2,2_vs_15,1,1365,1112
1993,1,Round of 64,2,15,2_vs_15,0,1371,1398
1993,1,Round of 64,5,12,5_vs_12,0,1385,1403
1993,1,Round of 64,7,10,7_vs_10,0,1396,1281
1993,1,Round of 64,11,6,6_vs_11,1,1408,1243
1993,1,Round of 64,3,14,3_vs_14,0,1435,1129
1993,1,Round of 64,7,10,7_vs_10,0,1443,1272
1993,1,Round of 64,2,15,2_vs_15,0,1153,1164
1993,1,Round of 64,12,5,5_vs_12,1,1203,1307
1993,1,Round of 64,1,16,1_vs_16,0,1231,1460
1993,1,Round of 64,4,13,4_vs_13,0,1234,1419
1993,1,Round of 64,1,16,1_vs_16,0,1246,1351
1993,1,Round of 64,4,13,4_vs_13,0,1257,1174
1993,1,Round of 64,3,14,3_vs_14,0,1269,1335
1993,1,Round of 64,1,16,1_vs_16,0,1276,1157
1993,1,Round of 64,7,10,7_vs_10,0,1308,1304
1993,1,Round of 64,5,12,5_vs_12,0,1329,1266
1993,1,Round of 64,13,4,4_vs_13,1,1380,1210
1993,1,Round of 64,9,8,8_vs_9,0,1417,1235
1993,1,Round of 64,8,9,8_vs_9,0,1428,1338
1993,1,Round of 64,6,11,6_vs_11,0,1438,1264
1993,1,Round of 64,5,12,5_vs_12,0,1448,1151
1993,1,Round of 64,9,8,8_vs_9,0,1462,1309
1993,2,Round of 32,4,5,4_vs_5,0,1116,1385
1993,2,Round of 32,6,3,3_vs_6,1,1143,1181
1993,2,Round of 32,3,11,3_vs_11,0,1199,1408
1993,2,Round of 32,2,7,2_vs_7,0,1242,1140
1993,2,Round of 32,1,8,1_vs_8,0,1314,1348
1993,2,Round of 32,7,15,7_vs_15,0,1396,1365
1993,2,Round of 32,3,6,3_vs_6,0,1435,1228
1993,2,Round of 32,7,2,2_vs_7,1,1443,1371
1993,2,Round of 32,2,7,2_vs_7,0,1153,1308
1993,2,Round of 32,12,13,12_vs_13,0,1203,1380
1993,2,Round of 32,1,9,1_vs_9,0,1231,1462
1993,2,Round of 32,1,8,1_vs_8,0,1246,1428
1993,2,Round of 32,4,5,4_vs_5,0,1257,1329
1993,2,Round of 32,1,9,1_vs_9,0,1276,1417
1993,2,Round of 32,6,3,3_vs_6,1,1438,1269
1993,2,Round of 32,5,4,4_vs_5,1,1448,1234
1993,3,Sweet 16,3,7,3_vs_7,0,1199,1443
1993,3,Sweet 16,1,4,1_vs_4,0,1231,1257
1993,3,Sweet 16,2,6,2_vs_6,0,1242,1143
1993,3,Sweet 16,1,5,1_vs_5,0,1246,1448
1993,3,Sweet 16,2,6,2_vs_6,0,1153,1438
1993,3,Sweet 16,1,12,1_vs_12,0,1276,1203
1993,3,Sweet 16,1,4,1_vs_4,0,1314,1116
1993,3,Sweet 16,7,3,3_vs_7,1,1396,1435
1993,4,Elite 8,2,1,1_vs_2,1,1242,1231
1993,4,Elite 8,1,3,1_vs_3,0,1246,1199
1993,4,Elite 8,1,7,1_vs_7,0,1276,1396
1993,4,Elite 8,1,2,1_vs_2,0,1314,1153
1993,5,Final Four,1,1,1_vs_1,0,1276,1246
1993,5,Final Four,1,2,1_vs_2,0,1314,1242
1993,6,Championship,1,1,1_vs_1,0,1314,1276
1994,1,Round of 64,9,8,8_vs_9,0,1104,1344
1994,1,Round of 64,2,15,2_vs_15,0,1163,1351
1994,1,Round of 64,3,14,3_vs_14,0,1196,1241
1994,1,Round of 64,10,7,7_vs_10,1,1203,1412
1994,1,Round of 64,4,13,4_vs_13,0,1242,1151
1994,1,Round of 64,10,7,7_vs_10,1,1268,1387
1994,1,Round of 64,2,15,2_vs_15,0,1269,1402
1994,1,Round of 64,3,14,3_vs_14,0,1276,1337
1994,1,Round of 64,1,16,1_vs_16,0,1281,1298
1994,1,Round of 64,11,6,6_vs_11,1,1335,1304
1994,1,Round of 64,1,16,1_vs_16,0,1345,1416
1994,1,Round of 64,4,13,4_vs_13,0,1393,1218
1994,1,Round of 64,6,11,6_vs_11,0,1400,1443
1994,1,Round of 64,5,12,5_vs_12,0,1448,1158
1994,1,Round of 64,12,5,5_vs_12,1,1453,1143
1994,1,Round of 64,9,8,8_vs_9,0,1458,1153
1994,1,Round of 64,2,15,2_vs_15,0,1112,1259
1994,1,Round of 64,1,16,1_vs_16,0,1116,1299
1994,1,Round of 64,9,8,8_vs_9,0,1130,1450
1994,1,Round of 64,2,15,2_vs_15,0,1181,1411
1994,1,Round of 64,9,8,8_vs_9,0,1207,1228
1994,1,Round of 64,5,12,5_vs_12,0,1231,1325
1994,1,Round of 64,3,14,3_vs_14,0,1246,1398
1994,1,Round of 64,3,14,3_vs_14,0,1257,1129
1994,1,Round of 64,6,11,6_vs_11,0,1266,1418
1994,1,Round of 64,7,10,7_vs_10,0,1277,1371
1994,1,Round of 64,6,11,6_vs_11,0,1278,1356
1994,1,Round of 64,1,16,1_vs_16,0,1314,1251
1994,1,Round of 64,4,13,4_vs_13,0,1329,1308
1994,1,Round of 64,4,13,4_vs_13,0,1396,1180
1994,1,Round of 64,12,5,5_vs_12,1,1409,1417
1994,1,Round of 64,7,10,7_vs_10,0,1438,1307
1994,2,Round of 32,2,10,2_vs_10,0,1163,1203
1994,2,Round of 32,3,11,3_vs_11,0,1196,1335
1994,2,Round of 32,4,5,4_vs_5,0,1242,1448
1994,2,Round of 32,10,2,2_vs_10,1,1268,1269
1994,2,Round of 32,3,6,3_vs_6,0,1276,1400
1994,2,Round of 32,1,9,1_vs_9,0,1281,1458
1994,2,Round of 32,1,9,1_vs_9,0,1345,1104
1994,2,Round of 32,4,12,4_vs_12,0,1393,1453
1994,2,Round of 32,2,7,2_vs_7,0,1112,1438
1994,2,Round of 32,1,9,1_vs_9,0,1116,1207
1994,2,Round of 32,9,1,1_vs_9,1,1130,1314
1994,2,Round of 32,2,7,2_vs_7,0,1181,1277
1994,2,Round of 32,5,4,4_vs_5,1,1231,1396
1994,2,Round of 32,3,6,3_vs_6,0,1257,1278
1994,2,Round of 32,6,3,3_vs_6,1,1266,1246
1994,2,Round of 32,12,4,4_vs_12,1,1409,1329
1994,3,Sweet 16,2,3,2_vs_3,0,1112,1257
1994,3,Sweet 16,2,6,2_vs_6,0,1181,1266
1994,3,Sweet 16,1,4,1_vs_4,0,1281,1393
1994,3,Sweet 16,1,4,1_vs_4,0,1345,1242
1994,3,Sweet 16,1,12,1_vs_12,0,1116,1409
1994,3,Sweet 16,9,5,5_vs_9,1,1130,1231
1994,3,Sweet 16,3,2,2_vs_3,1,1196,1163
1994,3,Sweet 16,3,10,3_vs_10,0,1276,1268
1994,4,Elite 8,2,1,1_vs_2,1,1112,1281
1994,4,Elite 8,2,1,1_vs_2,1,1181,1345
1994,4,Elite 8,1,3,1_vs_3,0,1116,1276
1994,4,Elite 8,3,9,3_vs_9,0,1196,1130
1994,5,Final Four,1,2,1_vs_2,0,1116,1112
1994,5,Final Four,2,3,2_vs_3,0,1181,1196
1994,6,Championship,1,2,1_vs_2,0,1116,1181
1995,1,Round of 64,5,12,5_vs_12,0,1104,1335
1995,1,Round of 64,5,12,5_vs_12,0,1113,1123
1995,1,Round of 64,7,10,7_vs_10,0,1153,1396
1995,1,Round of 64,2,15,2_vs_15,0,1163,1151
1995,1,Round of 64,1,16,1_vs_16,0,1242,1159
1995,1,Round of 64,1,16,1_vs_16,0,1246,1291
1995,1,Round of 64,13,4,4_vs_13,1,1264,1328
1995,1,Round of 64,3,14,3_vs_14,0,1268,1211
1995,1,Round of 64,12,5,5_vs_12,1,1275,1112
1995,1,Round of 64,4,13,4_vs_13,0,1329,1180
1995,1,Round of 64,9,8,8_vs_9,0,1387,1278
1995,1,Round of 64,11,6,6_vs_11,1,1400,1332
1995,1,Round of 64,9,8,8_vs_9,0,1408,1140
1995,1,Round of 64,4,13,4_vs_13,0,1438,1311
1995,1,Round of 64,8,9,8_vs_9,0,1443,1276
1995,1,Round of 64,1,16,1_vs_16,0,1448,1299
1995,1,Round of 64,2,15,2_vs_15,0,1116,1411
1995,1,Round of 64,6,11,6_vs_11,0,1207,1462
1995,1,Round of 64,7,10,7_vs_10,0,1235,1196
1995,1,Round of 64,2,15,2_vs_15,0,1269,1389
1995,1,Round of 64,6,11,6_vs_11,0,1272,1257
1995,1,Round of 64,5,12,5_vs_12,0,1280,1365
1995,1,Round of 64,8,9,8_vs_9,0,1281,1231
1995,1,Round of 64,2,15,2_vs_15,0,1314,1293
1995,1,Round of 64,14,3,3_vs_14,1,1330,1437
1995,1,Round of 64,3,14,3_vs_14,0,1345,1453
1995,1,Round of 64,10,7,7_vs_10,1,1390,1150
1995,1,Round of 64,7,10,7_vs_10,0,1393,1356
1995,1,Round of 64,6,11,6_vs_11,0,1409,1228
1995,1,Round of 64,1,16,1_vs_16,0,1417,1198
1995,1,Round of 64,4,13,4_vs_13,0,1428,1253
1995,1,Round of 64,14,3,3_vs_14,1,1451,1277
1995,2,Round of 32,5,13,5_vs_13,0,1113,1264
1995,2,Round of 32,2,7,2_vs_7,0,1163,1153
1995,2,Round of 32,1,8,1_vs_8,0,1242,1443
1995,2,Round of 32,1,9,1_vs_9,0,1246,1408
1995,2,Round of 32,3,11,3_vs_11,0,1268,1400
1995,2,Round of 32,4,5,4_vs_5,0,1329,1104
1995,2,Round of 32,4,12,4_vs_12,0,1438,1275
1995,2,Round of 32,1,9,1_vs_9,0,1448,1387
1995,2,Round of 32,2,7,2_vs_7,0,1116,1393
1995,2,Round of 32,6,14,6_vs_14,0,1207,1451
1995,2,Round of 32,2,10,2_vs_10,0,1269,1390
1995,2,Round of 32,6,3,3_vs_6,1,1272,1345
1995,2,Round of 32,5,4,4_vs_5,1,1280,1428
1995,2,Round of 32,2,7,2_vs_7,0,1314,1235
1995,2,Round of 32,6,14,6_vs_14,0,1409,1330
1995,2,Round of 32,1,8,1_vs_8,0,1417,1281
1995,3,Sweet 16,2,3,2_vs_3,0,1163,1268
1995,3,Sweet 16,1,5,1_vs_5,0,1246,1113
1995,3,Sweet 16,2,6,2_vs_6,0,1314,1207
1995,3,Sweet 16,1,5,1_vs_5,0,1417,1280
1995,3,Sweet 16,2,6,2_vs_6,0,1116,1272
1995,3,Sweet 16,2,6,2_vs_6,0,1269,1409
1995,3,Sweet 16,4,1,1_vs_4,1,1329,1448
1995,3,Sweet 16,4,1,1_vs_4,1,1438,1242
1995,4,Elite 8,2,1,1_vs_2,1,1314,1246
1995,4,Elite 8,1,2,1_vs_2,0,1417,1163
1995,4,Elite 8,2,4,2_vs_4,0,1116,1438
1995,4,Elite 8,4,2,2_vs_4,1,1329,1269
1995,5,Final Four,2,2,2_vs_2,0,1116,1314
1995,5,Final Four,1,4,1_vs_4,0,1417,1329
1995,6,Championship,1,2,1_vs_2,0,1417,1116
1996,1,Round of 64,12,5,5_vs_12,1,1116,1336
1996,1,Round of 64,1,16,1_vs_16,0,1163,1159
1996,1,Round of 64,12,5,5_vs_12,1,1180,1272
1996,1,Round of 64,9,8,8_vs_9,0,1185,1181
1996,1,Round of 64,8,9,8_vs_9,0,1208,1155
1996,1,Round of 64,5,12,5_vs_12,0,1235,1143
1996,1,Round of 64,1,16,1_vs_16,0,1246,1363
1996,1,Round of 64,4,13,4_vs_13,0,1266,1284
1996,1,Round of 64,1,16,1_vs_16,0,1269,1416
1996,1,Round of 64,5,12,5_vs_12,0,1280,1433
1996,1,Round of 64,13,4,4_vs_13,1,1343,1417
1996,1,Round of 64,1,16,1_vs_16,0,1345,1441
1996,1,Round of 64,9,8,8_vs_9,0,1390,1133
1996,1,Round of 64,4,13,4_vs_13,0,1393,1286
1996,1,Round of 64,4,13,4_vs_13,0,1428,1145
1996,1,Round of 64,9,8,8_vs_9,0,1439,1453
1996,1,Round of 64,3,14,3_vs_14,0,1112,1434
1996,1,Round of 64,11,6,6_vs_11,1,1130,1231
1996,1,Round of 64,2,15,2_vs_15,0,1153,1422
1996,1,Round of 64,2,15,2_vs_15,0,1207,1290
1996,1,Round of 64,3,14,3_vs_14,0,1210,1122
1996,1,Round of 64,6,11,6_vs_11,0,1234,1203
1996,1,Round of 64,2,15,2_vs_15,0,1242,1354
1996,1,Round of 64,6,11,6_vs_11,0,1257,1409
1996,1,Round of 64,7,10,7_vs_10,0,1307,1243
1996,1,Round of 64,6,11,6_vs_11,0,1314,1309
1996,1,Round of 64,10,7,7_vs_10,1,1365,1268
1996,1,Round of 64,7,10,7_vs_10,0,1396,1328
1996,1,Round of 64,10,7,7_vs_10,1,1400,1276
1996,1,Round of 64,3,14,3_vs_14,0,1403,1296
1996,1,Round of 64,3,14,3_vs_14,0,1437,1339
1996,1,Round of 64,2,15,2_vs_15,0,1448,1419
1996,2,Round of 32,12,4,4_vs_12,1,1116,1266
1996,2,Round of 32,1,9,1_vs_9,0,1163,1185
1996,2,Round of 32,8,1,1_vs_8,1,1208,1345
1996,2,Round of 32,1,9,1_vs_9,0,1246,1439
1996,2,Round of 32,1,9,1_vs_9,0,1269,1390
1996,2,Round of 32,5,13,5_vs_13,0,1280,1343
1996,2,Round of 32,4,12,4_vs_12,0,1393,1180
1996,2,Round of 32,4,5,4_vs_5,0,1428,1235
1996,2,Round of 32,3,6,3_vs_6,0,1112,1234
1996,2,Round of 32,2,7,2_vs_7,0,1153,1396
1996,2,Round of 32,2,7,2_vs_7,0,1207,1307
1996,2,Round of 32,3,11,3_vs_11,0,1210,1130
1996,2,Round of 32,2,10,2_vs_10,0,1242,1365
1996,2,Round of 32,6,3,3_vs_6,1,1257,1437
1996,2,Round of 32,3,6,3_vs_6,0,1403,1314
1996,2,Round of 32,2,10,2_vs_10,0,1448,1400
1996,3,Sweet 16,2,3,2_vs_3,0,1207,1403
1996,3,Sweet 16,1,4,1_vs_4,0,1246,1428
1996,3,Sweet 16,1,12,1_vs_12,0,1269,1116
1996,3,Sweet 16,2,6,2_vs_6,0,1448,1257
1996,3,Sweet 16,2,3,2_vs_3,0,1153,1210
1996,3,Sweet 16,2,3,2_vs_3,0,1242,1112
1996,3,Sweet 16,5,1,1_vs_5,1,1280,1163
1996,3,Sweet 16,4,8,4_vs_8,0,1393,1208
1996,4,Elite 8,1,2,1_vs_2,0,1246,1448
1996,4,Elite 8,1,2,1_vs_2,0,1269,1207
1996,4,Elite 8,5,2,2_vs_5,1,1280,1153
1996,4,Elite 8,4,2,2_vs_4,1,1393,1242
1996,5,Final Four,1,1,1_vs_1,0,1246,1269
1996,5,Final Four,4,5,4_vs_5,0,1393,1280
1996,6,Championship,1,4,1_vs_4,0,1246,1393
1997,1,Round of 64,4,13,4_vs_13,0,1112,1375
1997,1,Round of 64,5,12,5_vs_12,0,1130,1434
1997,1,Round of 64,5,12,5_vs_12,0,1143,1343
1997,1,Round of 64,3,14,3_vs_14,0,1153,1139
1997,1,Round of 64,12,5,5_vs_12,1,1158,1268
1997,1,Round of 64,9,8,8_vs_9,0,1160,1231
1997,1,Round of 64,8,9,8_vs_9,0,1234,1438
1997,1,Round of 64,6,11,6_vs_11,0,1235,1229
1997,1,Round of 64,1,16,1_vs_16,0,1242,1238
1997,1,Round of 64,1,16,1_vs_16,0,1246,1285
1997,1,Round of 64,1,16,1_vs_16,0,1314,1193
1997,1,Round of 64,8,9,8_vs_9,0,1345,1348
1997,1,Round of 64,4,13,4_vs_13,0,1386,1334
1997,1,Round of 64,2,15,2_vs_15,0,1417,1149
1997,1,Round of 64,4,13,4_vs_13,0,1437,1254
1997,1,Round of 64,7,10,7_vs_10,0,1462,1435
1997,1,Round of 64,7,10,7_vs_10,0,1150,1207
1997,1,Round of 64,14,3,3_vs_14,1,1151,1208
1997,1,Round of 64,4,13,4_vs_13,0,1155,1275
1997,1,Round of 64,15,2,2_vs_15,1,1164,1376
1997,1,Round of 64,2,15,2_vs_15,0,1181,1293
1997,1,Round of 64,6,11,6_vs_11,0,1228,1425
1997,1,Round of 64,6,11,6_vs_11,0,1257,1269
1997,1,Round of 64,1,16,1_vs_16,0,1278,1402
1997,1,Round of 64,3,14,3_vs_14,0,1307,1330
1997,1,Round of 64,10,7,7_vs_10,1,1344,1266
1997,1,Round of 64,6,11,6_vs_11,0,1390,1328
1997,1,Round of 64,9,8,8_vs_9,0,1396,1279
1997,1,Round of 64,10,7,7_vs_10,1,1400,1458
1997,1,Round of 64,5,12,5_vs_12,0,1409,1131
1997,1,Round of 64,2,15,2_vs_15,0,1428,1298
1997,1,Round of 64,3,14,3_vs_14,0,1448,1388
1997,2,Round of 32,4,12,4_vs_12,0,1112,1158
1997,2,Round of 32,5,4,4_vs_5,1,1143,1437
1997,2,Round of 32,6,3,3_vs_6,1,1235,1153
1997,2,Round of 32,1,8,1_vs_8,0,1242,1345
1997,2,Round of 32,1,8,1_vs_8,0,1246,1234
1997,2,Round of 32,1,9,1_vs_9,0,1314,1160
1997,2,Round of 32,4,5,4_vs_5,0,1386,1130
1997,2,Round of 32,2,7,2_vs_7,0,1417,1462
1997,2,Round of 32,14,6,6_vs_14,1,1151,1228
1997,2,Round of 32,4,5,4_vs_5,0,1155,1409
1997,2,Round of 32,6,3,3_vs_6,1,1257,1307
1997,2,Round of 32,1,9,1_vs_9,0,1278,1396
1997,2,Round of 32,10,2,2_vs_10,1,1344,1181
1997,2,Round of 32,6,3,3_vs_6,1,1390,1448
1997,2,Round of 32,10,15,10_vs_15,0,1400,1164
1997,2,Round of 32,2,7,2_vs_7,0,1428,1150
1997,3,Sweet 16,1,4,1_vs_4,0,1246,1386
1997,3,Sweet 16,1,4,1_vs_4,0,1278,1155
1997,3,Sweet 16,2,6,2_vs_6,0,1417,1235
1997,3,Sweet 16,2,6,2_vs_6,0,1428,1390
1997,3,Sweet 16,4,1,1_vs_4,1,1112,1242
1997,3,Sweet 16,6,10,6_vs_10,0,1257,1400
1997,3,Sweet 16,1,5,1_vs_5,0,1314,1143
1997,3,Sweet 16,10,14,10_vs_14,0,1344,1151
1997,4,Elite 8,1,2,1_vs_2,0,1246,1428
1997,4,Elite 8,1,2,1_vs_2,0,1278,1417
1997,4,Elite 8,4,10,4_vs_10,0,1112,1344
1997,4,Elite 8,1,6,1_vs_6,0,1314,1257
1997,5,Final Four,4,1,1_vs_4,1,1112,1314
1997,5,Final Four,1,1,1_vs_1,0,1246,1278
1997,6,Championship,4,1,1_vs_4,1,1112,1246
1998,1,Round of 64,1,16,1_vs_16,0,1112,1311
1998,1,Round of 64,6,11,6_vs_11,0,1116,1304
1998,1,Round of 64,8,9,8_vs_9,0,1150,1227
1998,1,Round of 64,2,15,2_vs_15,0,1153,1319
1998,1,Round of 64,2,15,2_vs_15,0,1163,1192
1998,1,Round of 64,5,12,5_vs_12,0,1228,1375
1998,1,Round of 64,9,8,8_vs_9,0,1229,1397
1998,1,Round of 64,7,10,7_vs_10,0,1231,1328
1998,1,Round of 64,4,13,4_vs_13,0,1268,1429
1998,1,Round of 64,4,13,4_vs_13,0,1277,1185
1998,1,Round of 64,1,16,1_vs_16,0,1314,1298
1998,1,Round of 64,5,12,5_vs_12,0,1343,1424
1998,1,Round of 64,14,3,3_vs_14,1,1350,1376
1998,1,Round of 64,3,14,3_vs_14,0,1428,1362
1998,1,Round of 64,11,6,6_vs_11,1,1449,1462
1998,1,Round of 64,10,7,7_vs_10,1,1452,1396
1998,1,Round of 64,10,7,7_vs_10,1,1178,1385
1998,1,Round of 64,1,16,1_vs_16,0,1181,1347
1998,1,Round of 64,12,5,5_vs_12,1,1199,1395
1998,1,Round of 64,1,16,1_vs_16,0,1242,1341
1998,1,Round of 64,2,15,2_vs_15,0,1246,1354
1998,1,Round of 64,3,14,3_vs_14,0,1276,1172
1998,1,Round of 64,4,13,4_vs_13,0,1307,1139
1998,1,Round of 64,8,9,8_vs_9,0,1329,1203
1998,1,Round of 64,2,15,2_vs_15,0,1345,1174
1998,1,Round of 64,8,9,8_vs_9,0,1348,1293
1998,1,Round of 64,10,7,7_vs_10,1,1387,1269
1998,1,Round of 64,3,14,3_vs_14,0,1390,1158
1998,1,Round of 64,5,12,5_vs_12,0,1393,1233
1998,1,Round of 64,6,11,6_vs_11,0,1417,1274
1998,1,Round of 64,13,4,4_vs_13,1,1434,1279
1998,1,Round of 64,11,6,6_vs_11,1,1444,1155
1998,2,Round of 32,1,9,1_vs_9,0,1112,1229
1998,2,Round of 32,2,7,2_vs_7,0,1163,1231
1998,2,Round of 32,4,5,4_vs_5,0,1268,1228
1998,2,Round of 32,4,5,4_vs_5,0,1277,1343
1998,2,Round of 32,1,8,1_vs_8,0,1314,1150
1998,2,Round of 32,3,6,3_vs_6,0,1428,1116
1998,2,Round of 32,11,14,11_vs_14,0,1449,1350
1998,2,Round of 32,10,2,2_vs_10,1,1452,1153
1998,2,Round of 32,1,8,1_vs_8,0,1181,1329
1998,2,Round of 32,2,10,2_vs_10,0,1246,1387
1998,2,Round of 32,2,10,2_vs_10,0,1345,1178
1998,2,Round of 32,8,1,1_vs_8,1,1348,1242
1998,2,Round of 32,3,11,3_vs_11,0,1390,1444
1998,2,Round of 32,5,4,4_vs_5,1,1393,1307
1998,2,Round of 32,6,3,3_vs_6,1,1417,1276
1998,2,Round of 32,13,12,12_vs_13,1,1434,1199
1998,3,Sweet 16,1,4,1_vs_4,0,1112,1268
1998,3,Sweet 16,2,11,2_vs_11,0,1163,1449
1998,3,Sweet 16,1,4,1_vs_4,0,1314,1277
1998,3,Sweet 16,3,10,3_vs_10,0,1428,1452
1998,3,Sweet 16,1,5,1_vs_5,0,1181,1393
1998,3,Sweet 16,2,6,2_vs_6,0,1246,1417
1998,3,Sweet 16,8,13,8_vs_13,0,1348,1434
1998,3,Sweet 16,3,2,2_vs_3,1,1390,1345
1998,4,Elite 8,1,2,1_vs_2,0,1314,1163
1998,4,Elite 8,3,1,1_vs_3,1,1428,1112
1998,4,Elite 8,2,1,1_vs_2,1,1246,1181
1998,4,Elite 8,3,8,3_vs_8,0,1390,1348
1998,5,Final Four,2,3,2_vs_3,0,1246,1390
1998,5,Final Four,3,1,1_vs_3,1,1428,1314
1998,6,Championship,2,3,2_vs_3,0,1246,1428
1999,1,Round of 64,4,13,4_vs_13,0,1116,1373
1999,1,Round of 64,1,16,1_vs_16,0,1120,1457
1999,1,Round of 64,1,16,1_vs_16,0,1163,1427
1999,1,Round of 64,10,7,7_vs_10,1,1166,1257
1999,1,Round of 64,12,5,5_vs_12,1,1178,1417
1999,1,Round of 64,6,11,6_vs_11,0,1196,1335
1999,1,Round of 64,10,7,7_vs_10,1,1211,1278
1999,1,Round of 64,6,11,6_vs_11,0,1231,1203
1999,1,Round of 64,5,12,5_vs_12,0,1234,1412
1999,1,Round of 64,2,15,2_vs_15,0,1268,1434
1999,1,Round of 64,9,8,8_vs_9,0,1307,1281
1999,1,Round of 64,4,13,4_vs_13,0,1326,1293
1999,1,Round of 64,9,8,8_vs_9,0,1329,1393
1999,1,Round of 64,3,14,3_vs_14,0,1385,1359
1999,1,Round of 64,2,15,2_vs_15,0,1390,1108
1999,1,Round of 64,14,3,3_vs_14,1,1451,1314
1999,1,Round of 64,5,12,5_vs_12,0,1150,1348
1999,1,Round of 64,3,14,3_vs_14,0,1153,1206
1999,1,Round of 64,1,16,1_vs_16,0,1181,1197
1999,1,Round of 64,6,11,6_vs_11,0,1242,1191
1999,1,Round of 64,3,14,3_vs_14,0,1246,1308
1999,1,Round of 64,2,15,2_vs_15,0,1274,1248
1999,1,Round of 64,10,7,7_vs_10,1,1275,1449
1999,1,Round of 64,1,16,1_vs_16,0,1277,1291
1999,1,Round of 64,9,8,8_vs_9,0,1279,1437
1999,1,Round of 64,12,5,5_vs_12,1,1283,1458
1999,1,Round of 64,13,4,4_vs_13,1,1328,1112
1999,1,Round of 64,10,7,7_vs_10,1,1345,1400
1999,1,Round of 64,6,11,6_vs_11,0,1396,1245
1999,1,Round of 64,4,13,4_vs_13,0,1397,1174
1999,1,Round of 64,9,8,8_vs_9,0,1409,1158
1999,1,Round of 64,2,15,2_vs_15,0,1428,1117
1999,2,Round of 32,1,9,1_vs_9,0,1120,1329
1999,2,Round of 32,1,9,1_vs_9,0,1163,1307
1999,2,Round of 32,6,14,6_vs_14,0,1196,1451
1999,2,Round of 32,10,2,2_vs_10,1,1211,1390
1999,2,Round of 32,5,4,4_vs_5,1,1234,1116
1999,2,Round of 32,2,10,2_vs_10,0,1268,1166
1999,2,Round of 32,4,12,4_vs_12,0,1326,1178
1999,2,Round of 32,3,6,3_vs_6,0,1385,1231
1999,2,Round of 32,1,9,1_vs_9,0,1181,1409
1999,2,Round of 32,3,6,3_vs_6,0,1246,1242
1999,2,Round of 32,10,2,2_vs_10,1,1275,1428
1999,2,Round of 32,1,9,1_vs_9,0,1277,1279
1999,2,Round of 32,12,4,4_vs_12,1,1283,1397
